product_id,product_name,Major Category,Sub Category,discounted_price,actual_price,discount_percentage,user_id,user_name,review_id,review_title,review_content,rating,rating_count
B096MSW6CT,"Sounce Fast Phone Charging Cable & Data Sync USB Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini & iOS Devices",Computers&Accessories,USBCables,₹199,"₹1,899",90%,AHTPQRIMGUD4BYR5YIHBH3CCGEFQ,viswanath,R3J3EQQ9TZI5ZJ,Working good,Working good,3.9,"7,928"
B096MSW6CT,"Sounce Fast Phone Charging Cable & Data Sync USB Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini & iOS Devices",Computers&Accessories,USBCables,₹199,"₹1,899",90%,AFDI6FRPFBTNBG7BAEB7JDJSMKDQ,Aashiq,R3J3EQQ9TZI5ZJ,Worth for money,Very nice product,3.9,"7,928"
B096MSW6CT,"Sounce Fast Phone Charging Cable & Data Sync USB Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini & iOS Devices",Computers&Accessories,USBCables,₹199,"₹1,899",90%,AFQKCEEEKXCOHTDG4WUN3XPPHJQQ,Ramu Challa,R3J3EQQ9TZI5ZJ,Working nice,Working well,3.9,"7,928"
B08CF3B7N1,"Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPhone, iPad (Grey)",Computers&Accessories,USBCables,₹154,₹399,61%,AE3Q6KSUK5P75D5HFYHCRAOLODSA,rahuls6099,R1BP4L2HH9TFUP,As good as original,Bought this instead of original apple,4.2,"16,905"
B08Y1TFSP6,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",Computers&Accessories,USBCables,₹149,"₹1,000",85%,AEQ2YMXSZWEOHK2EHTNLOS56YTZQ,Jayesh,R7S8ANNSDPR40,It's pretty good,It's a good product.,3.9,"24,871"
B08Y1TFSP6,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",Computers&Accessories,USBCables,₹149,"₹1,000",85%,AHBAT6VLOXWGYDL57KHCNCLPXAKA,Soopy,R7S8ANNSDPR40,very good and useful usb cable,Very good item strong and useful USB cableValue for moneyThanks to amazon and producer,3.9,"24,871"
B08Y1TFSP6,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",Computers&Accessories,USBCables,₹149,"₹1,000",85%,AF7NDY2H6JVYTSQOZP76GCATQ34Q,amazon customer,R7S8ANNSDPR40,Good USB cable. My experience was very good it is long lasting,https://m.media-amazon.com/images/I/51112ZRE-1L._SY88.jpg,3.9,"24,871"
B08Y1TFSP6,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",Computers&Accessories,USBCables,₹149,"₹1,000",85%,AFV7ZA733ZLME4KNLZPMPCBUNPPA,Aman,R7S8ANNSDPR40,Good,Good,3.9,"24,871"
B08WRWPM22,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers&Accessories,USBCables,₹176.63,₹499,65%,AFU7BOMPVJ7Q3TTA4G67RASTGYIQ,Amazon Customer,R8E73K2KWJRDS,good,Good Product,4.1,"15,188"
B08WRWPM22,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers&Accessories,USBCables,₹176.63,₹499,65%,AHNM2XVU745EDPNGUOAG74PTSNRA,Rajnandini,R8E73K2KWJRDS,Boat,but chance to shock circuit,4.1,"15,188"
B08WRWPM22,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers&Accessories,USBCables,₹176.63,₹499,65%,AH5RWQ4S72IVLZD6O75OPCFIVDXQ,Akshay Talla,R8E73K2KWJRDS,Product was good,good,4.1,"15,188"
B08WRWPM22,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers&Accessories,USBCables,₹176.63,₹499,65%,AG322TYKVPLPBDXE7ABEUK5QTALQ,sudhanshu chaubey,R8E73K2KWJRDS,1.5 m का केबल मेरे लिए बहुत ही लाभदायक है ।,Nice,4.1,"15,188"
B08DDRGWTJ,MI Usb Type-C Cable Smartphone (Black),Computers&Accessories,USBCables,₹229,₹299,23%,AEJU4L3ZM2GTILSJZZSNSF6VUOIA,karuppu k,R2X090D1YHACKR,Original,Original cable,4.3,"30,411"
B08DDRGWTJ,MI Usb Type-C Cable Smartphone (Black),Computers&Accessories,USBCables,₹229,₹299,23%,AELKHQXVSSG6NHXLFJLLNEFRQQUQ,Abbimaniu Singh,R2X090D1YHACKR,Original MI cable for charging upto 33 watt,Original MI cable. Will charge upto 33 watts. Got it for Rs 150.  I have 67 watt charger and I want a cable for my car so I went for it. I checked the performance with battery charging app. The charging speed is exactly half of my 67 watt original cable. Go for it.,4.3,"30,411"
B008IFXQFU,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",Computers&Accessories,WirelessUSBAdapters,₹499,₹999,50%,AHPAW24BI5X2GCX5M2LHI72VSJJQ,Akash Jindal,R1LW6NWSVTVZ2H,Great product,The wifi dongle is a simple plug & play device,4.2,"1,79,691"
B008IFXQFU,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",Computers&Accessories,WirelessUSBAdapters,₹499,₹999,50%,AHOJBIZVVIIFJKRREY4B6ESVA4KA,abhijit,R1LW6NWSVTVZ2H,Build,Pros:*Easy to use & Portable*Can be connected to Mobile Hotspot and used in PC( Budget Friendly)*Less installation process*No heating issues & Good Coverage*Best alternative for USB Tethering (phone's battery may get damaged for long term run with Tethering)Cons:*Internet connection speed varies at times,4.2,"1,79,691"
B082LZGK39,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Black)",Computers&Accessories,USBCables,₹199,₹299,33%,AECPFYFQVRUWC3KGNLJIOREFP5LQ,ArdKn,RGIQEG07R9HS2,A Good Braided Cable for Your Type C Device,I ordered this cable to connect my phone to Android Auto of car. The cable is really strong and the connection ports are really well made. I already has a Micro USB cable from Ambrane and it's still in good shape. I connected my phone to the car using the cable and it got connected well and no issues. I also connected it to the charging port and yes it has Fast Charging support.,4.0,"43,994"
B082LZGK39,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Black)",Computers&Accessories,USBCables,₹199,₹299,33%,AFPHD2CRPDZMWMBL7WXRSVYWS5JA,Asp,RGIQEG07R9HS2,As,with extra length👍,4.0,"43,994"
B082LZGK39,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Black)",Computers&Accessories,USBCables,₹199,₹299,33%,AEPSWFPNECKO34PUC7I56ITGXR6Q,BharanI,RGIQEG07R9HS2,Good product,working fine,4.0,"43,994"
B082LZGK39,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Black)",Computers&Accessories,USBCables,₹199,₹299,33%,AHWVEHR5DYLVFTO2KF3IZATFQSWQ,sonia,RGIQEG07R9HS2,its good,Product quality is good,4.0,"43,994"
B08CF3D7QR,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers&Accessories,USBCables,₹154,₹339,55%,AEXCQM3FDLX3YL3UJWWUIAIUJT4A,Vishal Sagara Shetty,R11MQS7WD9C3I0,Good product,Good and durable product. Sometime the charges doesn't work on few adapters. there might be few cut off or something but works fine on apple adapter,4.3,"13,391"
B08CF3D7QR,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers&Accessories,USBCables,₹154,₹339,55%,AFWW4UEXAJH7EAB5LTMKMSGLUN2Q,Jithindas,R11MQS7WD9C3I0,Good and worth it,USB,4.3,"13,391"
B08CF3D7QR,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers&Accessories,USBCables,₹154,₹339,55%,AFM5JL37WY7G6MLQUI4WAXUJME7Q,IBRAHIM S,R11MQS7WD9C3I0,very good material quality charging speed is 15 watt,The product is really good at affordable price.,4.3,"13,391"
B0789LZTCJ,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers&Accessories,USBCables,₹299,₹799,63%,AG5HTSFRRE6NL3M5SGCUQBP7YSCA,JD,R3EEUZKKK9J36I,Good one,long wire,4.2,"94,363"
B0789LZTCJ,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers&Accessories,USBCables,₹299,₹799,63%,AH725ST5NW2Y4JZPKUNTIJCUK2BA,HEMALATHA,R3EEUZKKK9J36I,Nice,Charges good,4.2,"94,363"
B0789LZTCJ,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers&Accessories,USBCables,₹299,₹799,63%,AGAKDNBHY2FKX7I4ACRGILU7QL7A,Himanshu Goel,R3EEUZKKK9J36I,Fine product but could be better,Good,4.2,"94,363"
B07KSMBL2H,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",Electronics,HDMICables,₹219,₹700,69%,AE3O6366WGEQAANKJ76QETTUQQTQ,Purnendu,R1FKOKZ3HHKJBZ,Hdmi cable,glad I didn’t go for cheaper options (not that it’s too costly) just plug and play. Will update if it screws up,4.4,"4,26,973"
B085DTN6R2,"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",Computers&Accessories,USBCables,₹350,₹899,61%,AFKTST2773VUOKUHE7FCR6QCAURQ,Mansi,R1QETDIPRCX4S0,Nice Product,Worth it,4.2,"2,262"
B085DTN6R2,"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",Computers&Accessories,USBCables,₹350,₹899,61%,AEP4CW3UI7AJ7XM7PAAKVCB6U3ZA,Praveen kumar,R1QETDIPRCX4S0,Good quality,the connectors look premium and were easy to insert. I used this cable to switch all my data from iphone 7 to an m30s. Cable worked like charm while using smart switch app,4.2,"2,262"
B09KLVMZ3B,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories,USBCables,₹159,₹399,60%,AF2XXVO7JUBUVAOBTJ3MNH4DGUFQ,Deepaak Singh,R20XIOU25HEX80,Great but,Loosing charging cable of apple is costly affair. This wire was great purchase made to correct it,4.1,"4,768"
B09KLVMZ3B,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories,USBCables,₹159,₹399,60%,AH6VDJLLPBXKCWXMLBKMBCQ2ESGA,siva k.,R20XIOU25HEX80,Worked well for 6 six months that’s it,Worked well for six months that’s it,4.1,"4,768"
B09KLVMZ3B,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories,USBCables,₹159,₹399,60%,AE642RIGZIT2VPQJOLNUZ34QVWJQ,MUNDATH BALGOPAL,R20XIOU25HEX80,Compatible with Apple iPad 2nd generation and charging very well.,now it’s stopped working,4.1,"4,768"
B09KLVMZ3B,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories,USBCables,₹159,₹399,60%,AFLHNKQH5UQZU3ATISKSMRE2KEDQ,BOOPATHI,R20XIOU25HEX80,CABLE,now planning to buy one more because the price has come down to 150,4.1,"4,768"
B09KLVMZ3B,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories,USBCables,₹159,₹399,60%,AF2L4MCRCIDOOREQJN7QPQ4QBZCA,Rakesh,R20XIOU25HEX80,The product is good but the phone gets disconnected at multiple occasions.,Very good product. Compatible with  iPad 2nd generation  and charging very well. Quality of the product is very good and also works fine. Totally worth for its price.,4.1,"4,768"
B09KLVMZ3B,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories,USBCables,₹159,₹399,60%,AGKLZ4SUHAU47KJXDVHBBEWJODUA,Ana,R20XIOU25HEX80,Not a fast charging cable,Product is super,4.1,"4,768"
B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories,USBCables,₹349,₹399,13%,AGSGSRTEZBQY64WO2HKQTV7TWFSA,Birendra ku Dash,R2JPQNKCOE10UK,Good product,I like it 👍👍,4.4,"18,757"
B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories,USBCables,₹349,₹399,13%,AHICHCW6EC3BNV2IDAEAJPBG4HZQ,Deepak,R2JPQNKCOE10UK,I really liked this one.,,4.4,"18,757"
B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories,USBCables,₹349,₹399,13%,AGWFKE7RNP6EVC4JFLFSL76EEVVQ,Gowtham,R2JPQNKCOE10UK,Very strong and support fast charging,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61WnvIUaIwL._SY88.jpg,4.4,"18,757"
B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories,USBCables,₹349,₹399,13%,AGEOQQHGNELZNEUKJAJUA7NTPBLA,Rakesh,R2JPQNKCOE10UK,,Best data cable charging fast,4.4,"18,757"
B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories,USBCables,₹349,₹399,13%,AFS3QBSOMCE2FAZFUYZ3NBFQDLMQ,Pawan Kumar,R2JPQNKCOE10UK,Nice cable,Very good quality and good durability,4.4,"18,757"
B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories,USBCables,₹349,₹399,13%,AGJYG6ZWCWD74WNE6Y37XZ2VUSMA,Prabhat Raj Pathak,R2JPQNKCOE10UK,Best data cable charging fast,Overall good but need some improvement...,4.4,"18,757"
B0B6F7LX4C,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),Electronics,SmartTelevisions,"₹13,999","₹24,999",44%,AHEVOQADJSSRX7DS325HSFLMP7VQ,Manoj maddheshiya,R13UTIA6KOF6QV,It is the best tv if you are getting it in 10-12k,Pros- xiomi 5a is best in budget-Nice picture quality-Very nice audio output- Full of featureCONS- sometimes tv lags-Sometimes stucksIn this prize range all tv having cons like this.::Overall nice tv,4.2,"32,840"
B0B6F7LX4C,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),Electronics,SmartTelevisions,"₹13,999","₹24,999",44%,AG7XYZRCSKX6G2OLO7DVZWIZ3PUQ,Manoj Kumar Sahoo,R13UTIA6KOF6QV,Good price but the OS lags,The product in this price range is good but as it is running in Android 12 it lags. I hope after few updates the lags problem will be resolved,4.2,"32,840"
B0B6F7LX4C,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),Electronics,SmartTelevisions,"₹13,999","₹24,999",44%,AE2THTCCQLBIUSWPF4CPXC6GGP7Q,Saumil s.,R13UTIA6KOF6QV,GARBAGE QUALITY,Useless product and useless quality. Display issues within 7 months and service center is not upto the mark. Go for better brands where quality is assured. I would wish if there was option of negative stars.,4.2,"32,840"
B0B6F7LX4C,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),Electronics,SmartTelevisions,"₹13,999","₹24,999",44%,AFLW4WXYQ3G6HU5LBQORDDZO3FOQ,prabakaran,R13UTIA6KOF6QV,Super picture quality and sound quality,Good quality,4.2,"32,840"
B082LSVT4B,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & Other Type C Devices, PD Technology, 480Mbps Data Sync (RCTT15, Black)",Computers&Accessories,USBCables,₹249,₹399,38%,AGYYVPDD7YG7FYNBXNGXZJT525AQ,Nirbhay kumar,RGIQEG07R9HS2,Good quality product from ambrane,It quality is good at this price and the main thing is that i didn't ever thought that this cable will be so long it's good one and charging power is too good and also supports fast charging,4.0,"43,994"
B082LSVT4B,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & Other Type C Devices, PD Technology, 480Mbps Data Sync (RCTT15, Black)",Computers&Accessories,USBCables,₹249,₹399,38%,AHONIZU3ICIEHQIGQ6R2VFRSBXOQ,Sagar Viswanathan,RGIQEG07R9HS2,Super cable,Value for money,4.0,"43,994"
B082LSVT4B,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & Other Type C Devices, PD Technology, 480Mbps Data Sync (RCTT15, Black)",Computers&Accessories,USBCables,₹249,₹399,38%,AFPHD2CRPDZMWMBL7WXRSVYWS5JA,Asp,RGIQEG07R9HS2,As,with extra length👍,4.0,"43,994"
B082LSVT4B,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & Other Type C Devices, PD Technology, 480Mbps Data Sync (RCTT15, Black)",Computers&Accessories,USBCables,₹249,₹399,38%,AEPSWFPNECKO34PUC7I56ITGXR6Q,BharanI,RGIQEG07R9HS2,Good product,working fine,4.0,"43,994"
B082LSVT4B,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & Other Type C Devices, PD Technology, 480Mbps Data Sync (RCTT15, Black)",Computers&Accessories,USBCables,₹249,₹399,38%,AHWVEHR5DYLVFTO2KF3IZATFQSWQ,sonia,RGIQEG07R9HS2,its good,Product quality is good,4.0,"43,994"
B082LSVT4B,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & Other Type C Devices, PD Technology, 480Mbps Data Sync (RCTT15, Black)",Computers&Accessories,USBCables,₹249,₹399,38%,AH4QT33M55677I7ISQOAKEQWACYQ,Niam,RGIQEG07R9HS2,Good quality for the price but one issue with my unit,Good,4.0,"43,994"
B08WRBG3XW,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black)",Computers&Accessories,USBCables,₹199,₹499,60%,AHW3QBHDOUMXODZ4EAMHD5JMDIDQ,JAGWINDER SINGH,R2BP8Y5OJXKJLF,ਮਜ਼ਬੂਤ,18w charging cable,4.1,"13,045"
B08WRBG3XW,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black)",Computers&Accessories,USBCables,₹199,₹499,60%,AGXRGH7DLS3RVFS5KWU4PGR3H3GQ,Gursewak Singh,R2BP8Y5OJXKJLF,Good Quality but less Power Delivery,,4.1,"13,045"
B08WRBG3XW,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black)",Computers&Accessories,USBCables,₹199,₹499,60%,AFLIHOX2HH7S2OJAD63UAHKMY34Q,Avii,R2BP8Y5OJXKJLF,Fantastic!,Awesome cable!Charging,4.1,"13,045"
B08WRBG3XW,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black)",Computers&Accessories,USBCables,₹199,₹499,60%,AEHBE4U3HD6G2TMSHKE7TNZYOWCA,Amit Sharma,R2BP8Y5OJXKJLF,Good,data transfer and durability is simply awesome,4.1,"13,045"
B08WRBG3XW,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black)",Computers&Accessories,USBCables,₹199,₹499,60%,AEW6K4E5A4RUWRFFUDINQE5WWBSQ,Rahul hardaha,R2BP8Y5OJXKJLF,Doesn't fit properly,which I always faced in original mi cable from box. Bought 1 more time as last cable damaged when phone fell on usb cable port as my phone is heavy and I never faced any issues so i bought one more time and didn't went for replacement as its waste of time and energy,4.1,"13,045"
B08DPLCM6T,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),Electronics,SmartTelevisions,"₹13,490","₹21,990",39%,AHBNKB74LGTYUOKPAJBSKNFV45CA,NIRMAL.N,R2PNR69G0BQG2F,Sound quality,LG was always Good,4.3,"11,976"
B08DPLCM6T,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),Electronics,SmartTelevisions,"₹13,490","₹21,990",39%,AEUWKSX5ZL7DWOOYVDOWJKBHOVXA,Harsha,R2PNR69G0BQG2F,Good,Good videoGood vice,4.3,"11,976"
B08DPLCM6T,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),Electronics,SmartTelevisions,"₹13,490","₹21,990",39%,AHWDVB4OO4S3YS5RYQZIDBNV6BUQ,Naveen Kumar,R2PNR69G0BQG2F,Budget friendly,Okay product,4.3,"11,976"
B08DPLCM6T,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),Electronics,SmartTelevisions,"₹13,490","₹21,990",39%,AFCEDQXVCB4LUUBWXRJS6KRU62FQ,Gopi Sahu,R2PNR69G0BQG2F,Good,the OS has lags after about a year of use. This is the best you can get for the price tag it comes with.,4.3,"11,976"
B09C6HXFC1,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories,USBCables,₹970,"₹1,799",46%,AFCTNNMP2LZLY5466YJ5AY3JE5ZA,Preet Sikka,R12D1BZF9MU8TN,Good substitute for orginal,Very good quality and charging is fine. As good as original,4.5,815
